incident_id,incident_date,state,city_or_county,address,victims_killed,victims_injured,suspects_killed,suspects_injured,suspects_arrested,date
739539,"December 31, 2016",Virginia,Newport News,Vernon Place,0,1,0,0,0,2016-12-31
739864,"December 31, 2016",Virginia,Portsmouth,1500 block of Wilcox Avenue,1,0,0,0,0,2016-12-31
740606,"December 31, 2016",Virginia,Henrico (Highland Springs),600 block of York Ave,0,1,0,0,0,2016-12-31
738674,"December 30, 2016",Virginia,Gladys,8000 block of Red House Rd,1,0,0,0,1,2016-12-30
739033,"December 30, 2016",Virginia,Portsmouth,1100 block of Virginia Ave,0,1,0,0,0,2016-12-30
738943,"December 30, 2016",Virginia,Fredericksburg,1000 block of Myrick St,0,0,0,0,0,2016-12-30
739068,"December 30, 2016",Virginia,Charlottesville,500 block of 6th St SE,0,1,0,0,0,2016-12-30
738679,"December 30, 2016",Virginia,Danville,300 block of Wooding Avenue,0,1,0,0,0,2016-12-30
738960,"December 29, 2016",Virginia,Hanover,32162 Mount Gideon Rd,0,0,0,0,1,2016-12-29
737375,"December 29, 2016",Virginia,Hampton,4000 block of West Mercury Boulevard,0,1,0,0,0,2016-12-29
744407,"December 29, 2016",Virginia,Collinsville,2500 block of Virginia Avenue,0,0,0,0,1,2016-12-29
745004,"December 29, 2016",Virginia,Norfolk,300 block of Mahone Avenue,0,0,0,0,1,2016-12-29
738095,"December 29, 2016",Virginia,Virginia Beach,5100 block of Dandy Court,0,1,0,0,0,2016-12-29
738093,"December 29, 2016",Virginia,Roanoke,Orange Ave and 20th Street,0,1,0,0,0,2016-12-29
738503,"December 29, 2016",Virginia,Williamsburg,731 E Rochambeau Dr,0,0,0,0,3,2016-12-29
736806,"December 29, 2016",Virginia,Newport News,South Willow Court,0,1,0,0,0,2016-12-29
738500,"December 29, 2016",Virginia,Hanover,32162 Mount Gideon Rd,0,0,0,0,1,2016-12-29
736883,"December 28, 2016",Virginia,Petersburg,Terrace Ave,1,0,0,0,0,2016-12-28
735747,"December 28, 2016",Virginia,Newport News,1200 block of 21st Street,2,0,0,0,0,2016-12-28
736668,"December 28, 2016",Virginia,Abingdon,27000 block of Fiesta Dr,0,0,0,1,0,2016-12-28
739087,"December 28, 2016",Virginia,Abingdon,27000 block of Fiesta Dr,0,1,0,0,1,2016-12-28
736876,"December 27, 2016",Virginia,Richmond,3500 block of Walmsley Boulevard,0,1,0,0,0,2016-12-27
735932,"December 27, 2016",Virginia,Hampton,1800 block of Shell Road,0,1,0,0,0,2016-12-27
736799,"December 27, 2016",Virginia,Hampton,1800 block of West Mercury Blvd,0,0,0,0,1,2016-12-27
735750,"December 27, 2016",Virginia,Franklin,Laurel Street,0,1,0,0,0,2016-12-27
735880,"December 27, 2016",Virginia,Portsmouth,2400 block of High Street,0,1,0,0,0,2016-12-27
735728,"December 27, 2016",Virginia,Chesterfield,2707 Martingale Road,0,1,0,0,0,2016-12-27
738565,"December 27, 2016",Virginia,Fredericksburg,1900 block of Sierra Dr,0,2,0,0,1,2016-12-27
738493,"December 27, 2016",Virginia,Alexandria,3800 block of Miramonte Pl,0,1,0,0,1,2016-12-27
734284,"December 26, 2016",Virginia,Louisa,9000 block of Louisa Rd,0,0,0,1,1,2016-12-26
734940,"December 26, 2016",Virginia,Virginia Beach,N/A,0,1,0,0,0,2016-12-26
744016,"December 26, 2016",Virginia,Virginia Beach,N/A,0,1,0,0,0,2016-12-26
735940,"December 25, 2016",Virginia,Hampton,1300 block of West Queen Street,0,1,0,0,0,2016-12-25
735938,"December 25, 2016",Virginia,Hampton,45 Fox Hill Rd,0,1,0,0,0,2016-12-25
733285,"December 24, 2016",Virginia,Norfolk,700 block of Boush St,0,1,0,0,0,2016-12-24
733887,"December 24, 2016",Virginia,Portsmouth,3800 block of George Washington Hwy,0,1,0,0,0,2016-12-24
733118,"December 24, 2016",Virginia,Newport News,1700 block of Ivy Avenue,1,0,0,0,0,2016-12-24
736725,"December 24, 2016",Virginia,Winchester,West Gerrard and South Loudoun Street,0,0,0,0,2,2016-12-24
733266,"December 23, 2016",Virginia,Bristol,Lee Highway,0,0,0,0,1,2016-12-23
732374,"December 23, 2016",Virginia,Richmond,1000 block of Decatur St,0,1,0,0,0,2016-12-23
733112,"December 23, 2016",Virginia,Newport News,11700 block of Jefferson Avenue,0,1,0,0,0,2016-12-23
733105,"December 23, 2016",Virginia,Hampton,Todds Lane and Whealton Road,1,0,0,0,0,2016-12-23
733131,"December 23, 2016",Virginia,Virginia Beach,5400 block of Coach Drive,0,1,0,0,0,2016-12-23
732714,"December 23, 2016",Virginia,Falls Church,7500 block of Marc Drive,0,1,0,0,0,2016-12-23
2626843,"December 22, 2016",Virginia,Springfield,6400 block of Blarney Stone Ct,2,0,0,0,1,2016-12-22
733142,"December 22, 2016",Virginia,Chesapeake,1700 block of Birch Trail Circle,1,0,0,0,2,2016-12-22
732372,"December 22, 2016",Virginia,Virginia Beach,6100 block of Blacksmith Court,0,2,0,0,0,2016-12-22
732385,"December 22, 2016",Virginia,Chincoteague Island (Chincoteague),Main Street,0,0,0,0,1,2016-12-22
745002,"December 21, 2016",Virginia,Norfolk,Princess Anne Road,0,0,0,0,1,2016-12-21
731535,"December 21, 2016",Virginia,Richmond,Hull St and E 30th St,0,1,0,0,0,2016-12-21
731565,"December 21, 2016",Virginia,Newport News,1st block of Langley Avenue,2,0,0,0,0,2016-12-21
730255,"December 20, 2016",Virginia,Abingdon,Azure Lane,0,0,0,1,0,2016-12-20
731666,"December 20, 2016",Virginia,Newport News,700 block of 30th Street,0,0,0,0,0,2016-12-20
738586,"December 20, 2016",Virginia,Yorktown (Grafton),5230 George Washiongton Memorial Hwy,0,0,0,0,1,2016-12-20
731575,"December 20, 2016",Virginia,Norfolk,6400 block of Horton Circle,0,1,0,0,0,2016-12-20
731538,"December 20, 2016",Virginia,Henrico,4600 block of Millers Ln,0,0,0,0,0,2016-12-20
731548,"December 20, 2016",Virginia,Newport News,31st St and West Ave,1,0,0,1,1,2016-12-20
730397,"December 20, 2016",Virginia,Richmond,Cliff Avenue,0,0,0,0,0,2016-12-20
729896,"December 19, 2016",Virginia,Hampton,170 Fox Hill Rd,0,0,0,0,0,2016-12-19
730253,"December 19, 2016",Virginia,Fredericksburg,US 1 and Centreport Pkwy,0,0,0,0,1,2016-12-19
729738,"December 19, 2016",Virginia,Richmond,3100 block of Carolina Ave,1,0,0,0,0,2016-12-19
730262,"December 19, 2016",Virginia,Richmond,3rd Ave,0,0,0,0,0,2016-12-19
729154,"December 18, 2016",Virginia,Richmond,1500 block of Bowen Street,1,1,0,0,2,2016-12-18
786976,"December 18, 2016",Virginia,Richmond (North Chesterfield),9323 Archway Rd,0,1,0,0,0,2016-12-18
728650,"December 18, 2016",Virginia,Newport News,4710 Marshall Ave,1,1,0,0,1,2016-12-18
730260,"December 18, 2016",Virginia,Hampton,61 E Mercury Blvd,0,0,0,0,0,2016-12-18
729334,"December 17, 2016",Virginia,Dahlgren,N/A,0,0,0,0,1,2016-12-17
728357,"December 17, 2016",Virginia,Staunton,3300 block of Morris Mill Rd,1,0,0,0,1,2016-12-17
729583,"December 17, 2016",Virginia,Virginia Beach,N/A,0,1,0,0,0,2016-12-17
727777,"December 17, 2016",Virginia,Norfolk,3500 block of Riverside Drive,0,2,0,0,0,2016-12-17
727789,"December 16, 2016",Virginia,Winchester,N/A,0,1,0,0,0,2016-12-16
729145,"December 16, 2016",Virginia,Danville,N/A,0,1,0,0,2,2016-12-16
726896,"December 15, 2016",Virginia,Portsmouth,600 block of Dunedin Road,0,1,0,0,0,2016-12-15
726628,"December 14, 2016",Virginia,Martinsville,400 block of First Street,0,0,0,0,1,2016-12-14
728111,"December 14, 2016",Virginia,Charlottesville,6th Street SW,0,2,0,0,0,2016-12-14
726682,"December 14, 2016",Virginia,Richmond,Westover Woods Circle,0,1,0,0,0,2016-12-14
726880,"December 14, 2016",Virginia,Norfolk,9500 block of 7th Bay Street,1,0,0,0,0,2016-12-14
726306,"December 14, 2016",Virginia,Rustburg,1671 Village Hwy,0,0,0,0,0,2016-12-14
726436,"December 14, 2016",Virginia,Newport News,5800 Marshall Avenue,0,0,0,0,1,2016-12-14
727956,"December 14, 2016",Virginia,Norfolk,N/A,0,1,0,0,0,2016-12-14
726312,"December 14, 2016",Virginia,Norfolk,East Little Creek Rd,0,0,0,0,0,2016-12-14
725401,"December 13, 2016",Virginia,Virginia Beach,300 block of 25th St,0,1,0,0,0,2016-12-13
725216,"December 13, 2016",Virginia,Norfolk,100 block of La Valette Avenue,1,0,0,0,1,2016-12-13
726438,"December 13, 2016",Virginia,Sandston,1800 block of Stevie Road,0,0,0,0,0,2016-12-13
724792,"December 13, 2016",Virginia,Danville,1300 block of Piney Forest Road,0,1,0,0,0,2016-12-13
725449,"December 12, 2016",Virginia,Newport News,Ash Ave,1,0,0,0,0,2016-12-12
723913,"December 12, 2016",Virginia,Richmond,Hull Street and E. Broad Rock Road,0,1,0,0,0,2016-12-12
725223,"December 12, 2016",Virginia,Big Stone Gap,2500 block of Shawnee Avenue,0,0,0,0,1,2016-12-12
724017,"December 11, 2016",Virginia,Newport News,11825 Jefferson Avenue,0,1,0,0,0,2016-12-11
723725,"December 11, 2016",Virginia,Chesapeake,1200 block of Algona Rd,0,1,0,0,0,2016-12-11
723993,"December 11, 2016",Virginia,Portsmouth,80 block of Dale Drive,1,0,0,0,1,2016-12-11
724802,"December 11, 2016",Virginia,Newport News,600 block of Hancock Drive,0,1,0,0,0,2016-12-11
723926,"December 11, 2016",Virginia,Richmond,North 23rd Street and Rosetta Street,0,1,0,0,0,2016-12-11
723722,"December 11, 2016",Virginia,Richmond,1800 block of Q St,1,1,0,0,1,2016-12-11
724807,"December 11, 2016",Virginia,Newport News,12900 block of Hussey Court,0,1,0,0,0,2016-12-11
723568,"December 10, 2016",Virginia,Woodbridge,3500 block of Forestdale Avenue,0,2,0,0,0,2016-12-10
723001,"December 10, 2016",Virginia,Richmond,100 block of East Brookland Park Boulevard,0,0,0,0,0,2016-12-10
722900,"December 10, 2016",Virginia,Richmond,500 block of S. Allen Avenue,0,1,0,0,0,2016-12-10
725231,"December 10, 2016",Virginia,Marion,555 South Main Street,0,0,0,0,1,2016-12-10
722891,"December 10, 2016",Virginia,Norfolk,500 block of East Little Creek Road,0,1,0,0,0,2016-12-10
723718,"December 10, 2016",Virginia,Virginia Beach,700 block of Hayes Ave,0,1,0,0,0,2016-12-10
723303,"December 10, 2016",Virginia,Fredericksburg,2200 Cowan Blvd,0,0,0,0,0,2016-12-10
723720,"December 10, 2016",Virginia,Hampton,1st block of Azalea Drive,0,1,0,0,1,2016-12-10
742244,"December 10, 2016",Virginia,Hampton,200 block of West Lewis Ave,0,1,0,0,1,2016-12-10
723020,"December 9, 2016",Virginia,Chesapeake,Great Bridge Boulevard and Booker Avenue,0,1,0,0,0,2016-12-09
722996,"December 9, 2016",Virginia,Hampton,700 block of Macon Road,0,1,0,0,0,2016-12-09
726304,"December 9, 2016",Virginia,Powhatan,2100 block of Flint Hill Rd,1,0,0,0,1,2016-12-09
722897,"December 9, 2016",Virginia,Newport News,500 block of 45th Street,0,1,0,0,0,2016-12-09
722894,"December 9, 2016",Virginia,Norfolk,1200 block of Oak Park Avenue,0,0,0,0,0,2016-12-09
725860,"December 9, 2016",Virginia,Lynchburg,808 Greenfield Drive,0,0,0,0,2,2016-12-09
722010,"December 9, 2016",Virginia,Richmond,North 28th Street,0,0,0,0,0,2016-12-09
726307,"December 9, 2016",Virginia,South Boston,6000 block of Philpott Rd,1,0,0,0,1,2016-12-09
722993,"December 9, 2016",Virginia,Woodbridge,3500 block of Forestdale Ave,0,2,0,0,1,2016-12-09
721408,"December 8, 2016",Virginia,Lynchburg,500 block of Chambers Street,0,1,0,0,0,2016-12-08
721399,"December 8, 2016",Virginia,Danville,900 block of Luna Lake Road,2,0,1,0,0,2016-12-08
722036,"December 8, 2016",Virginia,Portsmouth,30 block of Emmons Place,0,1,0,0,0,2016-12-08
720965,"December 7, 2016",Virginia,Portsmouth,Deal Dr and Cherokee Rd,0,1,0,0,0,2016-12-07
721385,"December 7, 2016",Virginia,Virginia Beach,1100 block of Old Clubhouse Rd.,0,1,0,0,3,2016-12-07
721387,"December 7, 2016",Virginia,Virginia Beach,3200 block of Dunnbury Ct.,0,2,0,0,3,2016-12-07
720642,"December 7, 2016",Virginia,Virginia Beach,5194 Chief Trail,0,0,0,0,1,2016-12-07
719887,"December 6, 2016",Virginia,Annandale,7500 block of Davian Dr,0,2,0,0,0,2016-12-06
720637,"December 6, 2016",Virginia,Newport News,2000 block of Wickham Avenue,0,1,0,0,0,2016-12-06
720632,"December 6, 2016",Virginia,Hampton,Pine Chapel Road and Saville Row,0,1,0,0,0,2016-12-06
719559,"December 6, 2016",Virginia,Richmond,Austin Ave and Lyndover Rd,0,1,0,0,1,2016-12-06
720625,"December 6, 2016",Virginia,Petersburg,St. James Street,0,0,0,0,3,2016-12-06
718960,"December 5, 2016",Virginia,Danville,400 block of Chatelaine Avenue,0,1,0,0,0,2016-12-05
718918,"December 5, 2016",Virginia,Norfolk,400 St. Paul’s Boulevard,0,1,0,0,0,2016-12-05
719560,"December 5, 2016",Virginia,Richmond,1400 block of Ivymount Road,0,1,0,0,0,2016-12-05
720889,"December 5, 2016",Virginia,Norfolk,N/A,0,1,0,0,0,2016-12-05
719235,"December 5, 2016",Virginia,Martinsville,2410 Greensboro Road,0,0,0,0,0,2016-12-05
718638,"December 4, 2016",Virginia,Norfolk,500 block of Garren Ave,1,0,0,0,1,2016-12-04
718439,"December 4, 2016",Virginia,Virginia Beach,900 block of Campion Court,1,0,0,0,3,2016-12-04
718633,"December 4, 2016",Virginia,Portsmouth,1300 block of Highland Avenue,1,1,0,0,0,2016-12-04
718613,"December 4, 2016",Virginia,Richmond,2900 block of Woodcliff Avenue,0,1,0,0,0,2016-12-04
718445,"December 4, 2016",Virginia,Richmond,1300 block of Minefee Street,0,1,0,0,0,2016-12-04
717625,"December 3, 2016",Virginia,Richmond,1500 block of West Cary,0,0,0,0,0,2016-12-03
717590,"December 3, 2016",Virginia,Hopewell,2700 block of Oaklawn Boulevard,1,0,0,0,0,2016-12-03
717685,"December 3, 2016",Virginia,Charlottesville,418 Garrett St,0,0,0,0,1,2016-12-03
717595,"December 3, 2016",Virginia,Richmond,1500 block of Jennie Scher Road,1,0,0,0,0,2016-12-03
717573,"December 2, 2016",Virginia,Virginia Beach,1400 block of Dory Dr.,0,1,0,0,2,2016-12-02
717442,"December 2, 2016",Virginia,Mineral,Daniel Road,1,0,0,0,1,2016-12-02
717583,"December 2, 2016",Virginia,Brookneal,Mt Carmel Rd,1,0,0,0,0,2016-12-02
717575,"December 2, 2016",Virginia,Virginia Beach,1300 block of Hawk Ave,1,0,0,0,2,2016-12-02
719563,"December 2, 2016",Virginia,Sandston,5194 Gerwyn Cir,0,0,1,0,0,2016-12-02
716244,"December 1, 2016",Virginia,Hampton,3300 block of Marlborough Court,0,1,0,0,0,2016-12-01
716231,"December 1, 2016",Virginia,Newport News,4500 block of Madison Avenue,0,1,0,0,0,2016-12-01
715744,"December 1, 2016",Virginia,Richmond,1500 block of Jennie Scher Road,1,1,0,0,0,2016-12-01
717056,"December 1, 2016",Virginia,Norton,14th Street NW,0,1,0,0,1,2016-12-01
717578,"December 1, 2016",Virginia,Hampton,300 block of Jonquil Lane,0,1,0,0,0,2016-12-01
716995,"December 1, 2016",Virginia,Culpeper,Woodland Church Road,0,1,1,0,2,2016-12-01
716747,"December 1, 2016",Virginia,Richmond,3600 block of Government Road,0,1,0,0,0,2016-12-01
716379,"November 30, 2016",Virginia,Stafford,1100 Green Tree Road,1,0,0,0,1,2016-11-30
716254,"November 30, 2016",Virginia,Petersburg,800 block of Rome Street,0,0,0,0,0,2016-11-30
715749,"November 30, 2016",Virginia,Petersburg,300 block of Mistletoe Street,1,0,0,0,0,2016-11-30
714572,"November 30, 2016",Virginia,Richmond,East Ladies Mile Road and Delmont Street,0,1,0,0,1,2016-11-30
723118,"November 30, 2016",Virginia,Virginia Beach,Old Clubhouse Road,0,0,0,0,3,2016-11-30
715740,"November 30, 2016",Virginia,Richmond,100 block of N. 33rd Street,1,1,0,0,2,2016-11-30
716125,"November 30, 2016",Virginia,Rocky Mount,25 Ronnies Lane,0,0,0,0,1,2016-11-30
715534,"November 30, 2016",Virginia,Hampton,400 block of Worster Avenue,0,1,0,0,0,2016-11-30
715333,"November 29, 2016",Virginia,Norfolk,8300 block of Guam Parkway,0,0,0,0,0,2016-11-29
715700,"November 29, 2016",Virginia,Virginia Beach,1200 block of Skylark Drive,0,0,0,0,3,2016-11-29
714182,"November 29, 2016",Virginia,Manassas,6306 Hoadly Road,1,0,0,0,0,2016-11-29
714029,"November 29, 2016",Virginia,Richmond,2500 block of Nine Mile Road,0,1,0,0,2,2016-11-29
713551,"November 29, 2016",Virginia,Norfolk,600 East Liberty Street,1,0,0,0,1,2016-11-29
715112,"November 29, 2016",Virginia,Richmond,4924 Burnt Oak Drive,0,1,0,0,0,2016-11-29
713549,"November 29, 2016",Virginia,Norfolk,1500 block of Azalea Garden Road,1,0,0,0,0,2016-11-29
715701,"November 29, 2016",Virginia,Virginia Beach,Settlers Park Drive,0,0,0,0,0,2016-11-29
715531,"November 29, 2016",Virginia,Newport News,5800 Marshall Avenue,0,0,0,0,1,2016-11-29
712909,"November 28, 2016",Virginia,Norfolk,6700 block of East Tanners Creek Drive,0,1,0,0,0,2016-11-28
713556,"November 28, 2016",Virginia,Martinsville,Woodhaven Road,0,0,0,0,1,2016-11-28
714104,"November 27, 2016",Virginia,Richmond,2500 block of Brady Street,0,1,0,0,0,2016-11-27
712947,"November 27, 2016",Virginia,Mc Kenney (Mckenney),21205 Boydton Plank Rd,0,1,0,0,0,2016-11-27
715536,"November 27, 2016",Virginia,Big Stone Gap,669 Hemlock Dr,1,0,0,0,1,2016-11-27
712974,"November 27, 2016",Virginia,Richmond,1200 block of St. Paul Street,0,1,0,0,0,2016-11-27
712610,"November 27, 2016",Virginia,Portsmouth,George Washington Hwy and Bainbridge Ave,0,1,0,0,0,2016-11-27
712608,"November 27, 2016",Virginia,Richmond,2000 block of Fairfield Avenue,1,0,0,0,1,2016-11-27
713857,"November 27, 2016",Virginia,Falls Church,3000 block of Nicosh Circle,0,0,0,0,0,2016-11-27
712605,"November 27, 2016",Virginia,Suffolk,200 block of Central Ave,0,2,0,0,0,2016-11-27
710944,"November 26, 2016",Virginia,Hampton,1811 West Mercury Boulevard,0,1,0,0,0,2016-11-26
712603,"November 26, 2016",Virginia,Richmond,3900 block of Peyton Avenue,0,1,0,0,0,2016-11-26
710935,"November 26, 2016",Virginia,Hopewell,2100 block of Cloverdale Ave.,0,1,0,0,0,2016-11-26
710228,"November 25, 2016",Virginia,Manassas,9200 block of Byrd Drive,1,0,0,0,3,2016-11-25
712952,"November 25, 2016",Virginia,Ruther Glen,26000 block of Signboard Road,0,1,0,0,2,2016-11-25
713847,"November 25, 2016",Virginia,Courtland,N/A,0,1,0,0,0,2016-11-25
711707,"November 25, 2016",Virginia,Arlington,4300 block of 4th Street North,0,1,0,0,0,2016-11-25
710045,"November 25, 2016",Virginia,Danville,1700 block of North Main Street,0,1,0,0,0,2016-11-25
711519,"November 25, 2016",Virginia,Newport News,500 block of Randolph Rd,1,0,0,0,2,2016-11-25
710933,"November 25, 2016",Virginia,Richmond,Milton St and Meadowbridge Rd,1,0,0,0,1,2016-11-25
709187,"November 24, 2016",Virginia,Chester,4300 block of Old Lane,0,0,0,1,1,2016-11-24
709112,"November 24, 2016",Virginia,Yorktown,1215 George Washington Memorial Highway,1,0,0,0,1,2016-11-24
710008,"November 24, 2016",Virginia,Virginia Beach,5600 block of Banbury Court,0,1,0,0,0,2016-11-24
708829,"November 23, 2016",Virginia,Hampton,2700 West Mercury Blvd,0,1,0,0,0,2016-11-23
709203,"November 23, 2016",Virginia,Richmond,6500 block of Engel Rd,1,0,0,0,1,2016-11-23
708827,"November 23, 2016",Virginia,Hampton,West Pembroke Ave and Aberdeen Road,0,1,0,0,0,2016-11-23
709794,"November 23, 2016",Virginia,Warrenton,7500 block of Leeds Manor Road,0,0,0,0,1,2016-11-23
707587,"November 22, 2016",Virginia,Christiansburg,700 block of Dabney Road,1,0,0,0,1,2016-11-22
709797,"November 22, 2016",Virginia,Virginia Beach,5600 block of Banbury Court,0,1,0,0,0,2016-11-22
706841,"November 21, 2016",Virginia,Triangle,Olde Port Ln and Graham Park Rd,0,1,0,0,0,2016-11-21
706106,"November 21, 2016",Virginia,Hampton,1000 block of Jonquil Ln,0,1,0,0,0,2016-11-21
706833,"November 21, 2016",Virginia,Norfolk,East Olney Road,0,1,0,0,0,2016-11-21
706504,"November 21, 2016",Virginia,Petersburg,Harding Street at St. Matthew Street,0,2,0,0,0,2016-11-21
710305,"November 21, 2016",Virginia,Hampton,1700 block of Cunningham Drive,0,0,0,0,3,2016-11-21
707135,"November 21, 2016",Virginia,Virginia Beach,400 block of Williams Court,1,0,0,0,0,2016-11-21
706510,"November 21, 2016",Virginia,Richmond,3900 block of Orion Ct,1,0,0,0,1,2016-11-21
706087,"November 21, 2016",Virginia,Newport News,5832 Jefferson Avenue,0,1,0,0,0,2016-11-21
705494,"November 20, 2016",Virginia,Petersburg,I-85 and Squirrel Level Rd,1,0,0,0,0,2016-11-20
918177,"November 20, 2016",Virginia,Hampton,Shell Road,0,0,0,0,1,2016-11-20
707248,"November 20, 2016",Virginia,Hampton,2903 Shell Road,0,0,0,0,0,2016-11-20
707916,"November 20, 2016",Virginia,Reston,1500 block of Cameron Crescent Drive,0,0,0,0,0,2016-11-20
706433,"November 19, 2016",Virginia,Norfolk,800 block of West 43rd Street,0,3,0,0,0,2016-11-19
706829,"November 19, 2016",Virginia,Hampton,2201 Todds Lane,0,1,0,0,0,2016-11-19
706777,"November 19, 2016",Virginia,Virginia Beach,Catalina Avenue and Alcott Road,1,0,0,0,0,2016-11-19
706256,"November 19, 2016",Virginia,Norfolk,745 North Newtown Road,0,1,0,0,0,2016-11-19
706250,"November 19, 2016",Virginia,Newport News,24th St and Oak Ave,1,0,0,0,0,2016-11-19
704589,"November 19, 2016",Virginia,Norfolk,8600 block of Glen Myrtle Avenue,0,0,0,0,0,2016-11-19
704573,"November 19, 2016",Virginia,Hopewell,100 block of Booker Circle,0,1,0,0,0,2016-11-19
710409,"November 18, 2016",Virginia,Newport News,21st Street and Chestnut Avenue,0,0,0,0,1,2016-11-18
704255,"November 18, 2016",Virginia,Palmyra,2000 block of Lake Monticello Road,0,1,0,0,4,2016-11-18
704412,"November 18, 2016",Virginia,Harrisonburg,899 Port Republic Road,1,0,0,0,1,2016-11-18
704117,"November 18, 2016",Virginia,Hampton,1st block of Glascow Way,2,0,0,0,0,2016-11-18
704396,"November 18, 2016",Virginia,Altavista,Main Street,1,0,0,0,1,2016-11-18
704399,"November 18, 2016",Virginia,Danville,200 block of Kemper Road,1,2,0,0,0,2016-11-18
703542,"November 17, 2016",Virginia,Danville,100 block of Piney Forest Road,1,0,0,0,0,2016-11-17
703836,"November 17, 2016",Virginia,Newport News,700 block of Adams Drive,1,0,0,0,0,2016-11-17
702943,"November 17, 2016",Virginia,Norfolk,322 Shirley Ave,0,0,0,0,1,2016-11-17
702958,"November 17, 2016",Virginia,Stafford,8 Wilderness Ct,3,0,1,0,0,2016-11-17
702679,"November 17, 2016",Virginia,Hampton,1900 block of Kensington Drive,0,3,0,0,2,2016-11-17
707964,"November 17, 2016",Virginia,Manassas,9200 block of Byrd Dr,0,1,0,0,0,2016-11-17
704408,"November 17, 2016",Virginia,Fredericksburg,6200 block of Oak Grove,0,0,0,0,3,2016-11-17
704114,"November 16, 2016",Virginia,Martinsville,130 block of Berry Hill Court Ext.,0,0,0,0,1,2016-11-16
702940,"November 16, 2016",Virginia,Suffolk,500 block of Lucerne Avenue,1,0,0,0,0,2016-11-16
701059,"November 15, 2016",Virginia,Petersburg,600 block of Morton Avenue,1,1,0,0,0,2016-11-15
701497,"November 15, 2016",Virginia,Hampton,2121 Kecoughtan Road,1,0,0,0,0,2016-11-15
701043,"November 15, 2016",Virginia,Newport News,14000 block of Penrith Lane,1,0,0,0,1,2016-11-15
702593,"November 15, 2016",Virginia,Harrisonburg,1100 block of Devon Lane,0,0,0,0,1,2016-11-15
701499,"November 15, 2016",Virginia,Portsmouth,3800 block of Magnolia Drive,0,1,0,0,1,2016-11-15
701397,"November 14, 2016",Virginia,Manassas,9700 block of Aspen Place,0,0,0,0,0,2016-11-14
700125,"November 14, 2016",Virginia,Richmond,4721 Walmsley Boulevard,0,1,0,0,0,2016-11-14
701048,"November 14, 2016",Virginia,Newport News,7400 block of River Road,0,1,0,0,0,2016-11-14
701045,"November 14, 2016",Virginia,Newport News,400 block of Tara Court,1,0,0,0,1,2016-11-14
701067,"November 14, 2016",Virginia,Richmond,Minefee Street,0,1,0,0,0,2016-11-14
700101,"November 14, 2016",Virginia,Richmond,1300 block of N 31st St,0,2,0,0,1,2016-11-14
700172,"November 14, 2016",Virginia,Norfolk,2707 Granby Street,1,0,0,0,1,2016-11-14
700136,"November 13, 2016",Virginia,Richmond,1400 block of Ivymount Road,0,0,1,0,0,2016-11-13
700139,"November 13, 2016",Virginia,Richmond,1300 block of Coalter Street,0,1,0,0,0,2016-11-13
700132,"November 13, 2016",Virginia,Hampton,I-64 and Pine Chapel Rd,0,3,0,0,0,2016-11-13
700106,"November 13, 2016",Virginia,Richmond,1900 block of Mechanicsville Turnpike,0,1,0,0,0,2016-11-13
700104,"November 13, 2016",Virginia,Richmond,2800 block of Fairfield Ave,0,1,0,0,0,2016-11-13
700096,"November 13, 2016",Virginia,Charlottesville,500 block of 11th St NW,0,0,0,1,1,2016-11-13
700116,"November 13, 2016",Virginia,Virginia Beach,1949 Lynnhaven Parkway,0,1,0,0,1,2016-11-13
700114,"November 13, 2016",Virginia,Richmond,3600 block of North Avenue,0,1,0,0,0,2016-11-13
700151,"November 13, 2016",Virginia,Chesapeake,1900 block of Candlelight Drive,0,1,0,0,0,2016-11-13
700925,"November 13, 2016",Virginia,Newport News,400 block of Manor Rd,0,0,0,0,0,2016-11-13
698623,"November 12, 2016",Virginia,Richmond,500 block of Clarence Street,0,1,0,0,0,2016-11-12
700166,"November 12, 2016",Virginia,Damascus,33231 Whispering Pine Lane,0,0,0,0,1,2016-11-12
698727,"November 12, 2016",Virginia,Richmond,Catherine Street and Norton Street,0,0,0,0,0,2016-11-12
700111,"November 12, 2016",Virginia,Newport News,11112 Jefferson Ave,2,0,0,0,0,2016-11-12
700109,"November 12, 2016",Virginia,Richmond,4900 block of Orcutt Lane,0,1,0,0,1,2016-11-12
700374,"November 11, 2016",Virginia,Marion,Prater Lane and Louise Avenue,0,0,0,0,3,2016-11-11
698625,"November 11, 2016",Virginia,Richmond,1162 Wilkinson Road,1,0,0,0,1,2016-11-11
698608,"November 11, 2016",Virginia,Newport News,Roseman Court and Beechmont Drive,0,1,0,0,0,2016-11-11
699742,"November 11, 2016",Virginia,Danville,701 Broad Street,0,0,0,0,2,2016-11-11
698741,"November 11, 2016",Virginia,Scottsville,N/A,0,1,0,0,0,2016-11-11
698020,"November 10, 2016",Virginia,Hampton,1st block of Hackberry Place,0,0,0,0,0,2016-11-10
697846,"November 10, 2016",Virginia,Portsmouth,1000 block of Melvin Drive,0,1,0,0,0,2016-11-10
697692,"November 10, 2016",Virginia,Martinsville,2052 Stoney Mountain Road,0,0,1,0,1,2016-11-10
696970,"November 9, 2016",Virginia,Newport News,Hanover Way,0,1,0,0,1,2016-11-09
696766,"November 9, 2016",Virginia,Richmond,300 block of West Marshall Street,1,0,0,0,0,2016-11-09
